km;largura;altura;patologia;xi;xf;yi;yf
173425-76_NORTE_P1_png.rf.289f6a786296eab9a451ac03c0d6b85e.jpg;920;640;TLC-FC2;139;505;164;572
173425-76_NORTE_P1_png.rf.289f6a786296eab9a451ac03c0d6b85e.jpg;920;640;TLC-FC2;201;298;217;399
173425-76_NORTE_P1_png.rf.289f6a786296eab9a451ac03c0d6b85e.jpg;920;640;D;12;5;234;640
173462-12_NORTE_P1_png.rf.ce24e0549ca58d2a68ef8adb7572338d.jpg;920;640;J;610;71;749;604
173462-12_NORTE_P1_png.rf.ce24e0549ca58d2a68ef8adb7572338d.jpg;920;640;J;56;11;244;315
173462-12_NORTE_P1_png.rf.ce24e0549ca58d2a68ef8adb7572338d.jpg;920;640;FI;117;450;217;640
173661-37_NORTE_P1_png.rf.76aa0c41faf75891078903f62f91b2a3.jpg;920;640;TLL-FC1;4;133;25;520
173706-93_NORTE_P1_png.rf.0e03708f63506aec8652090ef1def4fc.jpg;920;640;JE;27;0;311;640
173706-93_NORTE_P1_png.rf.0e03708f63506aec8652090ef1def4fc.jpg;920;640;TLC-FC1;4;13;18;225
173780-31_NORTE_P1_png.rf.a4f723f5b58892ff2f8c1aba51d2e00a.jpg;920;640;TLL-FC2;33;3;42;633
173780-31_NORTE_P1_png.rf.a4f723f5b58892ff2f8c1aba51d2e00a.jpg;920;640;TLC-FC2;6;0;19;224
173858-44_NORTE_P1_png.rf.5a473c843db4eeb84a73ba01510764ec.jpg;920;640;TTC-FC1;654;23;828;66
173858-44_NORTE_P1_png.rf.5a473c843db4eeb84a73ba01510764ec.jpg;920;640;TLC-FC2;243;62;266;127
173858-44_NORTE_P1_png.rf.5a473c843db4eeb84a73ba01510764ec.jpg;920;640;TLC-FC2;10;479;23;546
173858-44_NORTE_P1_png.rf.5a473c843db4eeb84a73ba01510764ec.jpg;920;640;TLC-FC1;74;388;91;526
173858-44_NORTE_P1_png.rf.5a473c843db4eeb84a73ba01510764ec.jpg;920;640;TLC-FC2;170;467;189;568
173858-44_NORTE_P1_png.rf.5a473c843db4eeb84a73ba01510764ec.jpg;920;640;TLC-FC2;73;21;85;91
173986-51_NORTE_P1_png.rf.71a05fa493247f516d14f5630dbf5f58.jpg;920;640;TLC-FC2;53;226;59;341
173986-51_NORTE_P1_png.rf.71a05fa493247f516d14f5630dbf5f58.jpg;920;640;TLC-FC2;53;355;64;414
173986-51_NORTE_P1_png.rf.71a05fa493247f516d14f5630dbf5f58.jpg;920;640;TLC-FC2;56;544;65;635
174024-79_NORTE_P1_png.rf.acbb1197e95a53690188221a1a58c33b.jpg;920;640;TLC-FC2;203;53;242;193
174024-79_NORTE_P1_png.rf.acbb1197e95a53690188221a1a58c33b.jpg;920;640;TLC-FC2;235;312;255;417
174024-79_NORTE_P1_png.rf.acbb1197e95a53690188221a1a58c33b.jpg;920;640;TLC-FC1;234;203;253;282
174024-79_NORTE_P1_png.rf.acbb1197e95a53690188221a1a58c33b.jpg;920;640;TLC-FC2;262;482;293;640
174099-78_NORTE_P1_png.rf.a3fa012f676c4c12e33f112035cc0f15.jpg;920;640;TLC-FC2;110;415;127;500
174099-78_NORTE_P1_png.rf.a3fa012f676c4c12e33f112035cc0f15.jpg;920;640;TLC-FC2;117;524;135;632
174184-45_NORTE_P1_png.rf.7dd5cff95341414c8c52d59f788ea2f1.jpg;920;640;TLC-FC2;149;0;164;69
174184-45_NORTE_P1_png.rf.7dd5cff95341414c8c52d59f788ea2f1.jpg;920;640;TLC-FC2;137;142;163;329
174184-45_NORTE_P1_png.rf.7dd5cff95341414c8c52d59f788ea2f1.jpg;920;640;TLC-FC2;133;429;154;556
174184-45_NORTE_P1_png.rf.7dd5cff95341414c8c52d59f788ea2f1.jpg;920;640;TLC-FC2;117;567;139;640
174220-64_NORTE_P1_png.rf.ae95c0a1443212ff912f9a39c62d0d28.jpg;920;640;J;78;3;146;637
174220-64_NORTE_P1_png.rf.ae95c0a1443212ff912f9a39c62d0d28.jpg;920;640;TLC-FC2;59;517;74;640
174220-64_NORTE_P1_png.rf.ae95c0a1443212ff912f9a39c62d0d28.jpg;920;640;TLC-FC2;16;443;44;537
174224-5_NORTE_P1_png.rf.dab2576d0af38aec89286129eadfff99.jpg;920;640;TLL-FC2;136;49;164;636
174258-05_NORTE_P1_png.rf.008c141bdea2972fe8818d3233695e91.jpg;920;640;TLL-FC2;31;0;127;636
174266-23_NORTE_P1_png.rf.59f15f9384ad68f7810d728600a43b46.jpg;920;640;TLL-FC2;104;247;123;640
174266-23_NORTE_P1_png.rf.59f15f9384ad68f7810d728600a43b46.jpg;920;640;TLC-FC2;73;547;95;640
174266-23_NORTE_P1_png.rf.59f15f9384ad68f7810d728600a43b46.jpg;920;640;TLC-FC2;106;2;123;187
174266-23_NORTE_P1_png.rf.59f15f9384ad68f7810d728600a43b46.jpg;920;640;TLC-FC2;132;157;147;359
174266-23_NORTE_P1_png.rf.59f15f9384ad68f7810d728600a43b46.jpg;920;640;TLC-FC2;158;307;173;416
174266-23_NORTE_P1_png.rf.59f15f9384ad68f7810d728600a43b46.jpg;920;640;TLC-FC2;635;21;647;101
174300-03_NORTE_P1_png.rf.08d6f32c09fb732fc8ff4ac0fd718671.jpg;920;640;TLC-FC2;138;106;156;377
174300-03_NORTE_P1_png.rf.08d6f32c09fb732fc8ff4ac0fd718671.jpg;920;640;TLC-FC2;154;0;169;74
174300-03_NORTE_P1_png.rf.08d6f32c09fb732fc8ff4ac0fd718671.jpg;920;640;TLC-FC2;618;0;630;179
174300-03_NORTE_P1_png.rf.08d6f32c09fb732fc8ff4ac0fd718671.jpg;920;640;TLC-FC2;677;150;689;289
174300-03_NORTE_P1_png.rf.08d6f32c09fb732fc8ff4ac0fd718671.jpg;920;640;TLC-FC2;586;58;599;117
174300-03_NORTE_P1_png.rf.08d6f32c09fb732fc8ff4ac0fd718671.jpg;920;640;TLC-FC2;578;176;592;269
174300-03_NORTE_P1_png.rf.08d6f32c09fb732fc8ff4ac0fd718671.jpg;920;640;TLC-FC2;654;286;662;363
174300-03_NORTE_P1_png.rf.08d6f32c09fb732fc8ff4ac0fd718671.jpg;920;640;TLC-FC2;695;366;710;450
174300-03_NORTE_P1_png.rf.08d6f32c09fb732fc8ff4ac0fd718671.jpg;920;640;TLC-FC2;682;434;695;540
174300-03_NORTE_P1_png.rf.08d6f32c09fb732fc8ff4ac0fd718671.jpg;920;640;TLC-FC2;689;540;705;640
174304-31_NORTE_P1_png.rf.205adb18830ab183c2c0f0c9dc822a53.jpg;920;640;TLC-FC2;133;359;160;596
174304-31_NORTE_P1_png.rf.205adb18830ab183c2c0f0c9dc822a53.jpg;920;640;TLC-FC2;155;0;171;149
174304-31_NORTE_P1_png.rf.205adb18830ab183c2c0f0c9dc822a53.jpg;920;640;TLC-FC2;117;171;132;363
174304-31_NORTE_P1_png.rf.205adb18830ab183c2c0f0c9dc822a53.jpg;920;640;TLC-FC2;643;35;651;103
174304-31_NORTE_P1_png.rf.205adb18830ab183c2c0f0c9dc822a53.jpg;920;640;TLC-FC2;635;107;650;257
174304-31_NORTE_P1_png.rf.205adb18830ab183c2c0f0c9dc822a53.jpg;920;640;TLC-FC2;679;247;696;420
174304-31_NORTE_P1_png.rf.205adb18830ab183c2c0f0c9dc822a53.jpg;920;640;TLC-FC2;611;242;626;405
174304-31_NORTE_P1_png.rf.205adb18830ab183c2c0f0c9dc822a53.jpg;920;640;TLC-FC2;602;394;624;540
174304-31_NORTE_P1_png.rf.205adb18830ab183c2c0f0c9dc822a53.jpg;920;640;TLC-FC2;600;515;617;635
174304-31_NORTE_P1_png.rf.205adb18830ab183c2c0f0c9dc822a53.jpg;920;640;TLC-FC2;660;410;678;598
174304-31_NORTE_P1_png.rf.205adb18830ab183c2c0f0c9dc822a53.jpg;920;640;TLC-FC2;693;546;707;640
174384-69_NORTE_P1_png.rf.d38cbba4f4e05382de76d14402b9d267.jpg;920;640;TLC-FC1;612;359;639;543
174384-69_NORTE_P1_png.rf.d38cbba4f4e05382de76d14402b9d267.jpg;920;640;TLC-FC1;627;178;659;324
174384-69_NORTE_P1_png.rf.d38cbba4f4e05382de76d14402b9d267.jpg;920;640;TLC-FC1;572;478;583;600
174418-75_NORTE_P1_png.rf.a9b45ad9c740f8a0f6130028902da5a1.jpg;920;640;TLC-FC2;748;292;775;378
174418-75_NORTE_P1_png.rf.a9b45ad9c740f8a0f6130028902da5a1.jpg;920;640;TLC-FC2;670;485;692;567
174418-75_NORTE_P1_png.rf.a9b45ad9c740f8a0f6130028902da5a1.jpg;920;640;TLC-FC2;729;485;758;605
174418-75_NORTE_P1_png.rf.a9b45ad9c740f8a0f6130028902da5a1.jpg;920;640;TLC-FC2;761;85;781;212
174425-95_NORTE_P1_png.rf.0ae9da2d6a5af258a0e902a4912fbe5d.jpg;920;640;TLC-FC2;693;125;716;215
174425-95_NORTE_P1_png.rf.0ae9da2d6a5af258a0e902a4912fbe5d.jpg;920;640;TLC-FC2;667;0;684;36
174459-36_NORTE_P1_png.rf.bc14e135177728dfa9652df9fb524345.jpg;920;640;TLC-FC2;224;94;235;191
174459-36_NORTE_P1_png.rf.bc14e135177728dfa9652df9fb524345.jpg;920;640;TLC-FC2;700;162;718;287
174459-36_NORTE_P1_png.rf.bc14e135177728dfa9652df9fb524345.jpg;920;640;TLC-FC2;230;300;244;398
174459-36_NORTE_P1_png.rf.bc14e135177728dfa9652df9fb524345.jpg;920;640;TLC-FC2;678;50;685;107
174507-13_NORTE_P1_png.rf.b32d4b57816c3c24e554934800c40f0f.jpg;920;640;D;0;8;257;640
174507-13_NORTE_P1_png.rf.b32d4b57816c3c24e554934800c40f0f.jpg;920;640;D;628;0;863;640
175346-33_NORTE_P1_png.rf.18ec4245fd5d6633e2ba606bbdc6ebc1.jpg;920;640;D;20;0;314;588
175418-15_NORTE_P1_png.rf.a4cffaf45dc35434e823d65e17c185e4.jpg;920;640;D;29;1;267;551
175901-76_NORTE_P1_png.rf.69fe50ef94c41fbc5f11558e35f5fbc0.jpg;920;640;TTC-FC2;49;423;153;499
175901-76_NORTE_P1_png.rf.69fe50ef94c41fbc5f11558e35f5fbc0.jpg;920;640;TTC-FC2;156;56;250;189
175901-76_NORTE_P1_png.rf.69fe50ef94c41fbc5f11558e35f5fbc0.jpg;920;640;TLC-FC2;163;284;179;354
175901-76_NORTE_P1_png.rf.69fe50ef94c41fbc5f11558e35f5fbc0.jpg;920;640;TLC-FC2;230;214;268;359
175901-76_NORTE_P1_png.rf.69fe50ef94c41fbc5f11558e35f5fbc0.jpg;920;640;D;313;67;448;620
175943-37_NORTE_P1_png.rf.cebd9107ac13478499c30246ac50c985.jpg;920;640;TLC-FC2;472;479;491;544
175943-37_NORTE_P1_png.rf.cebd9107ac13478499c30246ac50c985.jpg;920;640;TLC-FC2;239;524;263;631
176300-91_NORTE_P1_png.rf.ca8ec465b65cc51b08156c9fb9624f2b.jpg;920;640;D;485;395;688;431
176585-98_NORTE_P1_png.rf.d1a2c67c7a31067ab12f3e4207bf61e5.jpg;920;640;TLC-FC1;870;91;920;291
176858-59_NORTE_P1_png.rf.c7e00d24fe05db4fa0cf17682982a483.jpg;920;640;TLC-FC2;881;1;920;262
177104-99_NORTE_P1_png.rf.ea9014e749d6dc982fb5b28ad24e51a0.jpg;920;640;TLC-FC1;892;0;920;194
177138-03_NORTE_P1_png.rf.9bf0233afc0901219dee606f9dbf3783.jpg;920;640;TLC-FC1;884;11;920;193
177460-71_NORTE_P1_png.rf.13a6c2d8f59f32ab83b7f9700ffd3216.jpg;920;640;FI;157;455;185;566
177460-71_NORTE_P1_png.rf.13a6c2d8f59f32ab83b7f9700ffd3216.jpg;920;640;TLC-FC1;168;218;206;415
178103-56_NORTE_P1_png.rf.1e374d18839466d825f365c610ce6a48.jpg;920;640;D;314;66;342;640
178103-56_NORTE_P1_png.rf.1e374d18839466d825f365c610ce6a48.jpg;920;640;D;242;38;251;269
178103-56_NORTE_P1_png.rf.1e374d18839466d825f365c610ce6a48.jpg;920;640;D;8;172;38;326
178140-52_NORTE_P1_png.rf.1e13dff88c9e766274d564b79a1c6890.jpg;920;640;TLC-FC1;305;336;335;555
178140-52_NORTE_P1_png.rf.1e13dff88c9e766274d564b79a1c6890.jpg;920;640;TLC-FC1;309;166;322;230
178218-64_NORTE_P1_png.rf.b87123d96f874ff8912bdd88d5d9b7bf.jpg;920;640;TLL-FC2;364;70;397;632
178298-44_NORTE_P1_png.rf.77f4a575dbc3e4d48650cc036cf2f696.jpg;920;640;TLC-FC2;16;264;35;338
178298-44_NORTE_P1_png.rf.77f4a575dbc3e4d48650cc036cf2f696.jpg;920;640;TLC-FC2;0;561;15;633
178298-44_NORTE_P1_png.rf.77f4a575dbc3e4d48650cc036cf2f696.jpg;920;640;TLC-FC2;40;301;65;397
178298-44_NORTE_P1_png.rf.77f4a575dbc3e4d48650cc036cf2f696.jpg;920;640;TLC-FC2;8;417;35;511
178298-44_NORTE_P1_png.rf.77f4a575dbc3e4d48650cc036cf2f696.jpg;920;640;TLC-FC2;21;95;34;195
178298-44_NORTE_P1_png.rf.77f4a575dbc3e4d48650cc036cf2f696.jpg;920;640;TLC-FC2;25;8;44;82
178298-44_NORTE_P1_png.rf.77f4a575dbc3e4d48650cc036cf2f696.jpg;920;640;TLC-FC2;33;585;48;638
178340-15_NORTE_P1_png.rf.8f3e4ad5e1760ca9500b98904568a851.jpg;920;640;TLL-FC2;78;18;106;640
178340-15_NORTE_P1_png.rf.8f3e4ad5e1760ca9500b98904568a851.jpg;920;640;TLL-FC2;49;31;76;514
178340-15_NORTE_P1_png.rf.8f3e4ad5e1760ca9500b98904568a851.jpg;920;640;TLC-FC2;35;524;57;640
178343-99_NORTE_P1_png.rf.9384768ebfb452635c22bea41c422d35.jpg;920;640;J;6;0;175;640
178386-72_NORTE_P1_png.rf.901ff4cadaf929b469e2bdbf2385aae7.jpg;920;640;TLC-FC2;672;0;703;130
178386-72_NORTE_P1_png.rf.901ff4cadaf929b469e2bdbf2385aae7.jpg;920;640;TLC-FC2;161;10;188;145
178418-11_NORTE_P1_png.rf.7b947f9c0e355560bd2641bf2a9fe473.jpg;920;640;TLL-FC2;41;141;73;628
178418-11_NORTE_P1_png.rf.7b947f9c0e355560bd2641bf2a9fe473.jpg;920;640;TLC-FC2;63;0;89;121
178418-11_NORTE_P1_png.rf.7b947f9c0e355560bd2641bf2a9fe473.jpg;920;640;TLC-FC2;8;478;31;627
178426-61_NORTE_P1_png.rf.7f63b151219cb8022b66f2ba0683ad83.jpg;920;640;TLC-FC2;123;59;142;251
178426-61_NORTE_P1_png.rf.7f63b151219cb8022b66f2ba0683ad83.jpg;920;640;TLC-FC2;109;486;121;613
178426-61_NORTE_P1_png.rf.7f63b151219cb8022b66f2ba0683ad83.jpg;920;640;TLC-FC1;230;40;242;214
178426-61_NORTE_P1_png.rf.7f63b151219cb8022b66f2ba0683ad83.jpg;920;640;TLC-FC1;720;82;744;200
178462-29_NORTE_P1_png.rf.bb2da05f5be63a8b9195ff4d60dfd1c8.jpg;920;640;TLL-FC2;76;15;113;453
178462-29_NORTE_P1_png.rf.bb2da05f5be63a8b9195ff4d60dfd1c8.jpg;920;640;TLC-FC2;41;386;73;639
178462-29_NORTE_P1_png.rf.bb2da05f5be63a8b9195ff4d60dfd1c8.jpg;920;640;TLL-FC1;142;214;164;640
178466-85_NORTE_P1_png.rf.6967ddafc54e5fe6635f74811a726dcd.jpg;920;640;TLC-FC1;32;476;54;618
178466-85_NORTE_P1_png.rf.6967ddafc54e5fe6635f74811a726dcd.jpg;920;640;TLC-FC1;57;273;82;366
178466-85_NORTE_P1_png.rf.6967ddafc54e5fe6635f74811a726dcd.jpg;920;640;TLC-FC1;41;375;66;470
178466-85_NORTE_P1_png.rf.6967ddafc54e5fe6635f74811a726dcd.jpg;920;640;TLC-FC1;53;175;75;228
178466-85_NORTE_P1_png.rf.6967ddafc54e5fe6635f74811a726dcd.jpg;920;640;FI;175;557;206;626
178586-2_NORTE_P1_png.rf.9b4c49593f4ba327c667de3c89416861.jpg;920;640;TLC-FC1;81;28;97;103
178586-2_NORTE_P1_png.rf.9b4c49593f4ba327c667de3c89416861.jpg;920;640;TLC-FC1;101;215;114;297
178586-2_NORTE_P1_png.rf.9b4c49593f4ba327c667de3c89416861.jpg;920;640;TLC-FC1;168;406;191;486
178586-2_NORTE_P1_png.rf.9b4c49593f4ba327c667de3c89416861.jpg;920;640;TLC-FC1;63;507;77;613
178586-2_NORTE_P1_png.rf.9b4c49593f4ba327c667de3c89416861.jpg;920;640;TLC-FC1;146;514;160;640
178666-56_NORTE_P1_png.rf.2809b07ab5cc9646bd0b0002d5652e2c.jpg;920;640;FI;44;192;67;302
178706-35_NORTE_P1_png.rf.aa1a3cad884773763e8bb430c11a34ba.jpg;920;640;TLC-FC1;65;363;77;531
178706-35_NORTE_P1_png.rf.aa1a3cad884773763e8bb430c11a34ba.jpg;920;640;TLC-FC1;59;143;79;267
178706-35_NORTE_P1_png.rf.aa1a3cad884773763e8bb430c11a34ba.jpg;920;640;TLC-FC1;91;14;115;115
178980-26_NORTE_P1_png.rf.c089bb6e6a863e401ec3a69c2647421c.jpg;920;640;FI;12;29;47;321
178985-13_NORTE_P1_png.rf.273d5b4cd29fe605d482f69c2145c3b2.jpg;920;640;TLC-FC2;23;1;54;384
179058-35_NORTE_P1_png.rf.f4fb1c1f2485019f3e31cdaaa13859c8.jpg;920;640;TLC-FC1;384;131;403;204
179139-83_NORTE_P1_png.rf.3fb7842826ef398bcb968eea16ccc37d.jpg;920;640;TLC-FC2;202;103;222;227
179139-83_NORTE_P1_png.rf.3fb7842826ef398bcb968eea16ccc37d.jpg;920;640;TLC-FC2;257;122;269;213
179139-83_NORTE_P1_png.rf.3fb7842826ef398bcb968eea16ccc37d.jpg;920;640;TLC-FC2;159;521;176;628
179139-83_NORTE_P1_png.rf.3fb7842826ef398bcb968eea16ccc37d.jpg;920;640;TLC-FC2;162;289;174;368
179139-83_NORTE_P1_png.rf.3fb7842826ef398bcb968eea16ccc37d.jpg;920;640;TLC-FC2;108;555;119;640
179139-83_NORTE_P1_png.rf.3fb7842826ef398bcb968eea16ccc37d.jpg;920;640;TLC-FC2;203;523;218;600
179139-83_NORTE_P1_png.rf.3fb7842826ef398bcb968eea16ccc37d.jpg;920;640;TLC-FC2;193;264;212;354
179139-83_NORTE_P1_png.rf.3fb7842826ef398bcb968eea16ccc37d.jpg;920;640;TLC-FC2;113;221;127;302
179139-83_NORTE_P1_png.rf.3fb7842826ef398bcb968eea16ccc37d.jpg;920;640;TLC-FC2;172;400;182;466
179139-83_NORTE_P1_png.rf.3fb7842826ef398bcb968eea16ccc37d.jpg;920;640;TLC-FC2;218;404;233;491
179139-83_NORTE_P1_png.rf.3fb7842826ef398bcb968eea16ccc37d.jpg;920;640;TLC-FC2;275;49;284;95
179186-03_NORTE_P1_png.rf.f6670aa5c78d3d8dcf078b5e8dcf4d06.jpg;920;640;TLC-FC2;39;361;63;640
179224-47_NORTE_P1_png.rf.81ef54fea7bb4256538a9c53aaf8aa68.jpg;920;640;TLC-FC2;32;534;57;639
179224-47_NORTE_P1_png.rf.81ef54fea7bb4256538a9c53aaf8aa68.jpg;920;640;TLL-FC2;61;0;78;323
179224-47_NORTE_P1_png.rf.81ef54fea7bb4256538a9c53aaf8aa68.jpg;920;640;TLL-FC2;8;0;15;636
179380-3_NORTE_P1_png.rf.33af49575f522d56cc0d13ab7de38af1.jpg;920;640;TLL-FC2;842;0;920;566
179384-16_NORTE_P1_png.rf.63f2345300be55c2c809fee037857544.jpg;920;640;TLC-FC2;883;189;900;363
179425-39_NORTE_P1_png.rf.6e39f0c71bfe46ce69dde4d35c34a9c2.jpg;920;640;J;454;274;699;555
179459-82_NORTE_P1_png.rf.ac2d40de6d9ead5479a8e70aff2f6c4a.jpg;920;640;TLC-FC1;154;0;172;70
179459-82_NORTE_P1_png.rf.ac2d40de6d9ead5479a8e70aff2f6c4a.jpg;920;640;TLC-FC1;292;225;314;312
179501-57_NORTE_P1_png.rf.38f3a190cb125e9a14a5bd0df76f90d7.jpg;920;640;TLL-FC1;11;0;23;464
179505-44_NORTE_P1_png.rf.dbbd2c4b041f32e483a7bcc6011f00ea.jpg;920;640;TLC-FC2;1;0;52;330
179541-66_NORTE_P1_png.rf.4afa5df99c5065cc71a80b40ec6d42e8.jpg;920;640;P;10;86;110;196
179545-77_NORTE_P1_png.rf.b25ec36c5eda04c8f439bc9c36bfe27d.jpg;920;640;J;5;0;59;220
179581-09_NORTE_P1_png.rf.7eeadeb21fd07e9ebe5967b1a175fcd2.jpg;920;640;TLL-FC1;2;0;16;264
179581-09_NORTE_P1_png.rf.7eeadeb21fd07e9ebe5967b1a175fcd2.jpg;920;640;TLL-FC1;12;264;25;640
179618-36_NORTE_P1_png.rf.490db0a426d1d6386c01b269a5e9114b.jpg;920;640;TLC-FC2;26;238;67;462
179820-1_NORTE_P1_png.rf.e9ddb3b992e5ce840d9d89e5e0de820e.jpg;920;640;TLC-FC1;159;134;176;197
179820-1_NORTE_P1_png.rf.e9ddb3b992e5ce840d9d89e5e0de820e.jpg;920;640;TLC-FC1;185;45;199;99
179820-1_NORTE_P1_png.rf.e9ddb3b992e5ce840d9d89e5e0de820e.jpg;920;640;TLC-FC1;185;498;204;593
179823-51_NORTE_P1_png.rf.fe19a6dc57a437f5bd0cef67fdda019a.jpg;920;640;TLC-FC1;166;126;182;281
179823-51_NORTE_P1_png.rf.fe19a6dc57a437f5bd0cef67fdda019a.jpg;920;640;TLC-FC1;710;322;738;431
179866-64_NORTE_P1_png.rf.9345f3315c353100081d3a3db3a7bffa.jpg;920;640;TLC-FC2;19;1;54;228
180703-93_NORTE_P1_png.rf.09b25e7b166cafbbe31a2914018dfe30.jpg;920;640;TLC-FC2;745;166;782;306
180939-42_NORTE_P1_png.rf.8d8001989e5f22a57f49977bd8ba30d2.jpg;920;640;TLC-FC2;170;349;190;464
180939-42_NORTE_P1_png.rf.8d8001989e5f22a57f49977bd8ba30d2.jpg;920;640;TTC-FC2;140;280;206;321
180985-9_NORTE_P1_png.rf.821b50b9eed1e6467201ec207bb4cb23.jpg;920;640;TLC-FC1;435;149;445;210
180985-9_NORTE_P1_png.rf.821b50b9eed1e6467201ec207bb4cb23.jpg;920;640;TLC-FC1;442;222;454;289
181259-2_NORTE_P1_png.rf.844a02270cb963a66e77649687794d30.jpg;920;640;TLC-FC2;81;343;98;640
181259-2_NORTE_P1_png.rf.844a02270cb963a66e77649687794d30.jpg;920;640;TLC-FC2;82;0;99;117
181263-36_NORTE_P1_png.rf.60a25fd49c82da7b17b1cdd92d31660e.jpg;920;640;TLL-FC2;318;73;342;640
181300-82_NORTE_P1_png.rf.376ce10790ca8f1f215a00e46a6123b6.jpg;920;640;TLC-FC1;650;489;676;640
181340-49_NORTE_P1_png.rf.dd84430c0acf6a00324f4f4c5e453eef.jpg;920;640;FI;40;6;198;631
181344-37_NORTE_P1_png.rf.1ea18f76553334ad2a5844ab01538179.jpg;920;640;TTC-FC2;102;12;192;72
181344-37_NORTE_P1_png.rf.1ea18f76553334ad2a5844ab01538179.jpg;920;640;TTC-FC2;87;107;185;159
181344-37_NORTE_P1_png.rf.1ea18f76553334ad2a5844ab01538179.jpg;920;640;TTC-FC2;78;361;180;415
181379-52_NORTE_P1_png.rf.5e86380703784e7c3b2f8613425a9c74.jpg;920;640;J;18;0;59;640
181383-44_NORTE_P1_png.rf.b0e37a3396bf1547854bbb4e6f05ee92.jpg;920;640;TLC-FC1;191;55;214;165
181383-44_NORTE_P1_png.rf.b0e37a3396bf1547854bbb4e6f05ee92.jpg;920;640;TLC-FC1;178;199;194;267
181383-44_NORTE_P1_png.rf.b0e37a3396bf1547854bbb4e6f05ee92.jpg;920;640;TLC-FC1;193;399;206;492
181383-44_NORTE_P1_png.rf.b0e37a3396bf1547854bbb4e6f05ee92.jpg;920;640;TLC-FC1;174;469;188;552
181383-44_NORTE_P1_png.rf.b0e37a3396bf1547854bbb4e6f05ee92.jpg;920;640;TLC-FC1;42;67;63;169
181383-44_NORTE_P1_png.rf.b0e37a3396bf1547854bbb4e6f05ee92.jpg;920;640;TLC-FC1;0;430;22;593
181419-67_NORTE_P1_png.rf.4715b6a40d3b57ea2921890192d1eb96.jpg;920;640;TLC-FC1;68;66;81;298
181419-67_NORTE_P1_png.rf.4715b6a40d3b57ea2921890192d1eb96.jpg;920;640;TLC-FC1;29;197;44;360
181422-86_NORTE_P1_png.rf.8a5dab8ebf9a05a022e285690a61f04d.jpg;920;640;TLC-FC1;10;23;32;176
181458-96_NORTE_P1_png.rf.01daeddae42998bed0e2d7b7dc9ddb40.jpg;920;640;TLL-FC2;15;0;31;633
181466-51_NORTE_P1_png.rf.4a3908c5bc9bc2262b46b4251340632e.jpg;920;640;TLC-FC1;104;217;119;290
181543-64_NORTE_P1_png.rf.b5ac52ad0af9e033071bce136ec62427.jpg;920;640;TLC-FC2;19;0;41;88
181580-21_NORTE_P1_png.rf.b14384d55ca48c3729ef612c273ae59b.jpg;920;640;TLL-FC2;879;0;894;432
181661-07_NORTE_P1_png.rf.d1c9e74c3249e31c7dce452eebe17bac.jpg;920;640;TLC-FC1;268;441;289;640
181661-07_NORTE_P1_png.rf.d1c9e74c3249e31c7dce452eebe17bac.jpg;920;640;TLL-FC1;87;215;104;640
181661-07_NORTE_P1_png.rf.d1c9e74c3249e31c7dce452eebe17bac.jpg;920;640;TTC-FC1;90;465;256;488
181661-07_NORTE_P1_png.rf.d1c9e74c3249e31c7dce452eebe17bac.jpg;920;640;TLL-FC1;10;88;26;449
181825-28_NORTE_P1_png.rf.1b8b4c6587936fb4935547e1b57aa9ee.jpg;920;640;TLL-FC2;810;1;823;640
181861-23_NORTE_P1_png.rf.b2af0c487f17c14aacff9ede1d90acbf.jpg;920;640;J;0;333;305;640
181861-23_NORTE_P1_png.rf.b2af0c487f17c14aacff9ede1d90acbf.jpg;920;640;J;0;0;229;266
181865-1_NORTE_P1_png.rf.beced3d4af04a40a013ab88ae2e2afa5.jpg;920;640;TLL-FC2;33;0;58;393
181865-1_NORTE_P1_png.rf.beced3d4af04a40a013ab88ae2e2afa5.jpg;920;640;TLC-FC2;97;0;127;312
181900-49_NORTE_P1_png.rf.9265708476a59cda88397113b90a7e37.jpg;920;640;TLL-FC2;789;0;802;640
181904-58_NORTE_P1_png.rf.b91fef7564a27e4341813ae7dff0ad47.jpg;920;640;TTL-FC1;0;354;795;373
181904-58_NORTE_P1_png.rf.b91fef7564a27e4341813ae7dff0ad47.jpg;920;640;TLC-FC2;853;351;869;442
182101-6_NORTE_P1_png.rf.47c0fe53950cc402fac5ee4c9ae4438a.jpg;920;640;TLC-FC1;832;5;888;310
182221-85_NORTE_P1_png.rf.d7fd46c04eb1f7591c02fff1dd160520.jpg;920;640;TLC-FC1;46;117;71;469
182221-85_NORTE_P1_png.rf.d7fd46c04eb1f7591c02fff1dd160520.jpg;920;640;TLC-FC1;253;86;268;169
182221-85_NORTE_P1_png.rf.d7fd46c04eb1f7591c02fff1dd160520.jpg;920;640;TLC-FC1;243;309;251;371
182221-85_NORTE_P1_png.rf.d7fd46c04eb1f7591c02fff1dd160520.jpg;920;640;TLC-FC1;184;271;199;328
182300-81_NORTE_P1_png.rf.3688708cb5f5d51a778aa99ec5b1b20c.jpg;920;640;FI;29;142;77;292
182300-81_NORTE_P1_png.rf.3688708cb5f5d51a778aa99ec5b1b20c.jpg;920;640;FI;6;427;46;614
182300-81_NORTE_P1_png.rf.3688708cb5f5d51a778aa99ec5b1b20c.jpg;920;640;FI;0;194;22;297
